@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Male,0,Yes,Yes,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.7,1275.85,No
Male,0,Yes,Yes,48,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',111.8,5443.65,No
Female,0,No,No,33,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',107.55,3645.5,No
Female,0,No,No,41,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',106.5,4282.4,No
Male,0,No,No,51,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',81,4085.75,No
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,'Two year',No,'Mailed check',65.65,4322.85,No
Male,0,No,No,9,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',45.4,418.8,Yes
Female,0,No,No,23,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.3,470.6,No
Male,0,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Mailed check',61.9,2924.05,No
Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',86.1,4890.5,No
Female,0,No,No,15,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',25.05,369.1,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',20.2,20.2,No
Male,0,Yes,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',80.55,80.55,Yes
Female,1,No,No,2,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Electronic check',89.5,161.5,Yes
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',48.95,1323.7,No
Male,1,Yes,No,33,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',50,1750.85,No
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.45,42.45,No
Female,0,No,No,41,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.85,810.45,No
Female,0,No,No,5,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',80,412.5,Yes
Male,0,No,No,50,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.9,1195.25,No
Female,0,No,No,33,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100,3320.6,No
Female,0,Yes,Yes,37,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.35,683.75,No
Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',59.55,1144.6,No
Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',64.7,1093.1,Yes
Male,0,Yes,Yes,45,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',24.45,1088.25,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.15,45.15,Yes
Male,1,Yes,No,34,Yes,No,'Fiber optic',Yes,No,No,Yes,Yes,No,'One year',No,'Mailed check',90.15,3128.8,No
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',55.3,55.3,No
Male,0,Yes,No,24,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.75,483.15,No
Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',85.45,6029.9,No
Female,0,No,No,47,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,No,'One year',No,'Credit card (automatic)',94.9,4615.25,No
Female,0,Yes,No,72,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',110.15,7998.8,No
Male,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',20.2,20.2,No
Male,0,Yes,Yes,43,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Credit card (automatic)',29.3,1224.05,No
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',59.45,2136.9,No
Female,0,No,No,43,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',49.05,2076.2,Yes
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.55,19.55,No
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',95.85,95.85,No
Male,0,Yes,No,25,No,'No phone service',DSL,No,No,Yes,No,Yes,No,'One year',Yes,'Credit card (automatic)',38.1,970.4,No
Female,1,Yes,No,50,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.05,3444.85,Yes
Female,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',24.9,1859.2,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,'One year',Yes,'Electronic check',66.2,4692.55,No
Female,1,Yes,No,66,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',105.95,6975.25,Yes
Female,0,Yes,No,57,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.65,5497.05,No
Female,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Electronic check',83.85,2310.2,No
Female,0,Yes,Yes,64,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',86.8,5327.25,No
Male,0,Yes,No,67,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.6,1784.9,No
Female,1,No,No,2,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',88.55,179.25,Yes
Male,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.75,44.2,No
Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',43.8,540.95,No
Male,0,Yes,No,56,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Mailed check',89.7,4952.95,No
Female,0,No,No,36,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.25,679.8,No
Male,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.5,69.5,Yes
Female,0,Yes,Yes,61,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',24.2,1445.2,No
Female,0,Yes,No,24,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',79.65,1928.7,No
Female,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',51.55,106.2,No
Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,No,No,'One year',Yes,'Credit card (automatic)',55.8,2651.2,No
Female,0,Yes,Yes,22,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.05,454.05,No
Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',88.95,1161.75,No
Male,0,No,No,18,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.65,411.25,No
Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Mailed check',84,5714.25,No
Male,0,Yes,No,9,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',79.9,741.7,Yes
Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,'One year',No,'Credit card (automatic)',50.3,2878.55,No
Female,1,Yes,No,58,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',100.4,5749.8,No
Male,0,Yes,No,70,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',101,7085.5,No
Male,0,No,No,35,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',49.2,1701.65,No
Male,1,Yes,No,10,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',89.8,914.3,Yes
Male,0,Yes,Yes,71,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',No,'Electronic check',105.55,7405.5,No
Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',78.75,995.35,No
Female,0,Yes,No,65,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.35,1319.95,No
Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,No,'Two year',Yes,'Bank transfer (automatic)',84.05,6052.25,No
Female,0,No,No,6,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',73.85,401.3,No
Male,0,No,No,10,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',86.05,834.1,Yes
Female,0,Yes,Yes,22,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.75,452.35,No
Female,0,Yes,Yes,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',69.95,320.4,No
Female,0,Yes,No,71,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',61.4,4310.35,No
Female,0,Yes,Yes,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',19.7,395.6,No
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',85.25,6083.1,No
Female,0,Yes,Yes,56,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.05,1090.1,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',70.6,70.6,Yes
Female,0,Yes,Yes,36,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.25,717.95,No
Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',60.15,2421.6,No
Female,1,Yes,No,51,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',77.5,3807.35,Yes
Female,0,No,No,34,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',105.1,3634.8,No
Male,0,Yes,Yes,67,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',20.8,1411.9,No
Female,1,Yes,No,32,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',85.95,2628.6,Yes
Female,1,No,No,35,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',110.8,3836.3,No
Female,0,Yes,No,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',18.4,1057.85,No
Male,0,No,No,8,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',70.7,553.4,No
Male,0,No,No,72,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',61.2,4390.25,No
Female,0,Yes,Yes,46,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.4,958.15,No
Male,0,Yes,No,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',25.4,1797.1,No
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.2,20.2,Yes
Male,0,No,No,5,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Mailed check',78.75,426.35,No
Female,0,Yes,Yes,70,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.8,1378.75,No
Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'Two year',Yes,'Credit card (automatic)',58.2,3810.8,No
Male,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.95,107.05,No
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',78.95,78.95,Yes
Male,1,No,No,31,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',90.7,2845.15,No
Female,0,No,No,5,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',25.45,134.75,No
Male,0,Yes,Yes,19,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,'One year',Yes,'Electronic check',100.95,1875.55,Yes
Male,0,No,Yes,29,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',100.55,2830.45,No
Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,'One year',Yes,'Electronic check',68.7,1416.2,No
Female,0,Yes,Yes,50,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.75,3557.7,No
Male,1,No,No,16,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',78.75,1218.25,No
Male,0,Yes,Yes,23,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.65,436.9,No
Male,1,No,No,21,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.5,429.55,No
Male,1,Yes,No,68,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',80.35,5589.3,No
Female,0,Yes,No,67,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.65,1335.2,No
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',45.65,191.05,Yes
Female,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.2,25.2,Yes
Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',54.75,1338.15,Yes
Male,1,Yes,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.65,228.65,No
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',64.75,4804.75,No
Male,1,Yes,No,69,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.95,6143.15,Yes
Male,0,Yes,No,70,No,'No phone service',DSL,Yes,No,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',39.15,2692.75,No
Male,0,Yes,No,42,No,'No phone service',DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',40.15,1626.05,No
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',87.25,6328.7,No
Female,0,No,No,5,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',75.6,402.5,No
Female,0,Yes,Yes,41,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.3,772.4,No
Male,1,Yes,No,7,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.5,676.7,Yes
Male,0,Yes,Yes,18,No,'No phone service',DSL,No,Yes,Yes,No,Yes,No,'One year',No,'Credit card (automatic)',46.4,812.4,No
Male,0,Yes,Yes,56,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',96.95,5432.2,No
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',18.85,18.85,Yes
Female,0,Yes,No,67,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',111.25,7511.65,No
Male,1,Yes,No,49,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Credit card (automatic)',90.05,4547.25,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.1,75.1,Yes
Female,1,Yes,No,24,No,'No phone service',DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',40.65,933.3,Yes
Female,0,No,No,13,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',30.85,394.1,No
Male,1,Yes,Yes,46,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',100.7,4541.2,Yes
Male,0,No,Yes,56,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',24.8,1424.2,No
Male,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',73,3001.2,Yes
Male,0,No,No,13,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.45,270.2,No
Male,0,Yes,Yes,72,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',103.4,7372.65,Yes
Male,0,Yes,No,18,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.7,1687.95,Yes
Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',50.55,2832.75,No
Female,0,Yes,Yes,35,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.7,730.4,No
Male,1,Yes,No,38,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.6,4009.2,No
Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',75.2,3254.35,No
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',44.75,270.95,Yes
Male,0,Yes,Yes,70,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',59.5,4144.8,No
Female,0,No,No,30,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Electronic check',85.15,2555.9,Yes
Male,0,Yes,No,52,No,'No phone service',DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',39.9,2020.9,No
Male,1,Yes,No,13,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.25,1233.65,Yes
Male,1,Yes,No,50,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'One year',Yes,'Bank transfer (automatic)',101.9,5265.5,No
Male,0,No,No,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.35,1099.6,Yes
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',77.15,1759.4,No
Male,1,No,No,71,No,'No phone service',DSL,Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',56.45,3985.35,No
Female,0,Yes,No,46,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',43.95,2007.85,No
Male,0,No,No,64,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.55,1240.15,No
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',59.8,824.85,No
Male,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',115.15,8349.45,No
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Mailed check',55.2,55.2,Yes
Female,0,No,No,9,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.75,889.9,Yes
Male,0,No,No,41,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.7,4346.4,Yes
Male,0,Yes,No,9,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Mailed check',94.85,890.6,Yes
Female,0,Yes,Yes,52,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.35,1031.7,No
Male,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',24.4,24.4,No
Female,0,Yes,Yes,58,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',105.2,6225.4,No
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.7,39.85,No
Female,1,Yes,No,65,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',105.25,6786.4,Yes
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',56,764.55,No
Female,0,Yes,No,57,No,'No phone service',DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',58.75,3437.45,No
Male,0,No,No,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',19.6,356.15,No
Male,0,No,No,3,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',107.95,318.6,No
Male,0,No,No,3,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,No,Month-to-month,Yes,'Mailed check',89.85,244.45,No
Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',75.2,4300.8,No
Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,'One year',No,'Bank transfer (automatic)',68.75,3815.4,No
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',46.3,46.3,No
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.2,19.2,No
Male,0,No,Yes,23,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'One year',No,'Bank transfer (automatic)',40.65,947.4,No
Female,0,No,Yes,3,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',29.65,90.05,No
Male,0,No,No,52,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',63.9,3334.95,No
Male,1,No,No,67,Yes,No,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Electronic check',105.05,7171.7,No
Male,1,No,No,8,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.5,606.55,Yes
Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,'Two year',Yes,'Electronic check',95.1,6843.15,No
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.15,123.8,No
Male,0,No,No,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',65.6,4566.5,No
Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,'Two year',No,'Electronic check',79.65,3870.3,No
Female,0,Yes,Yes,42,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',19.05,761.85,No
